Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT3G53310.1	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G53420.1	GMM:34.19.1	transport.major intrinsic proteins.PIP	NaN	0.347756	0.322891	0.374334	NaN	0.423938	0.274606	0.491209	0.695396	-0.019980	0.559177	0.249430	0.003183	0.294883	0.139254	0.210056	NaN	-0.181336	0.190463	-0.161480	NaN	NaN	NaN	0.291854	-0.104136	0.107327	NaN	-0.282906	0.230231	-0.090347	-0.262321	-0.100014	-0.032768	-0.377130	-0.157295	0.213383	0.028501	-0.083448	NaN	-0.170393	-0.001832	-0.120071	NaN	-0.167438	0.119215
AT3G53440.1	GMM:28.1	DNA.synthesis/chromatin structure	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G53460.1	GMM:27.4;GMM:27.3.99	RNA.RNA binding;RNA.regulation of transcription.unclassified	NaN	0.086536	0.733872	NaN	NaN	-0.346121	-0.254056	0.290705	0.776358	NaN	0.756618	0.225826	0.753061	0.475202	-0.256889	0.338725	0.870157	0.490181	NaN	-12.586005	0.349504	-0.158598	0.963950	0.292581	-0.009822	0.015541	1.028974	0.815194	NaN	0.391462	-0.277969	0.590927	0.558940	NaN	NaN	-0.182448	NaN	0.669971	-0.105490	-0.500423	0.187594	-0.175834	0.118650	0.259901	-0.214460
AT3G53540.1	GMM:35.2	not assigned.unknown	NaN	-1.043731	NaN	NaN	-0.781151	-1.173057	-1.049323	NaN	NaN	NaN	-1.146308	NaN	-0.996422	NaN	NaN	-1.236644	-1.245069	NaN	-1.360972	-1.115232	NaN	NaN	-11.968857	NaN	NaN	-1.190606	-1.067316	NaN	-1.214070	-1.103427	-1.110753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.687676	NaN	NaN	NaN	-12.158390	NaN	NaN
AT3G53590.1	GMM:30.2.8.1	signalling.receptor kinases.leucine rich repeat VIII.type 1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.131992	NaN	NaN	NaN	NaN	-9.398496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G53650.1	GMM:28.1.3.2.2	DNA.synthesis/chromatin structure.histone.core.H2B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.114725	NaN	NaN	0.123427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.439873	-0.504800	NaN	-0.176428	NaN
AT3G53740.1	GMM:29.2.1.2.2.36	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L36	NaN	NaN	-0.353003	NaN	NaN	NaN	-0.137949	NaN	-0.426349	-0.196289	NaN	-0.670902	NaN	0.603351	NaN	-9.636580	NaN	-0.540783	-0.696731	NaN	NaN	NaN	NaN	NaN	-0.183778	-0.321826	NaN	NaN	0.204543	0.014447	NaN	NaN	NaN	NaN	NaN	NaN	-9.204127	NaN	NaN	NaN	0.062211	NaN	-1.033254	NaN	-7.843929
AT3G53790.1	GMM:28.1	DNA.synthesis/chromatin structure	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G53870.1	GMM:29.2.1.2.1.3	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3	NaN	-9.576734	NaN	NaN	-0.909374	0.164566	NaN	NaN	NaN	NaN	-9.892267	NaN	-10.837958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.383162	-11.495913	NaN	NaN	-10.991565	NaN	NaN	NaN	NaN	NaN	NaN	0.141575	0.027199	NaN	-0.137669	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G53990.2	GMM:20.2.2	stress.abiotic.cold	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.160992	0.766878	NaN	0.996458	NaN	0.897726	NaN	NaN	NaN	1.048361	NaN	NaN	NaN	1.327282	NaN	NaN	1.302649	NaN	NaN	NaN	NaN	1.385713	NaN	NaN	NaN	1.203168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.120650	NaN
AT3G54050.1	GMM:1.3.7	PS.calvin cycle.FBPase	-0.258742	-0.239834	-0.120686	0.166685	-0.018398	-0.127165	-0.035487	0.089724	-0.027717	-0.324786	-0.132064	-0.193672	-0.280703	-0.132125	-0.256446	-0.167586	-0.081029	-0.111447	-0.033268	-0.164264	-0.126815	-0.227050	-0.065894	-0.198901	-0.008334	-0.049795	-0.285881	0.005693	0.004218	-0.104199	-0.001200	0.070754	0.058625	-0.231964	-0.393013	-0.095769	0.045898	0.004866	-0.106822	-0.181389	0.045828	-0.009281	0.010037	0.010587	-0.077625
AT3G54110.1	GMM:9.8	mitochondrial electron transport / ATP synthesis.uncoupling protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G54160.1	GMM:31.4	cell.vesicle transport	NaN	-0.301454	NaN	NaN	-10.537403	NaN	NaN	NaN	NaN	NaN	-0.577363	NaN	NaN	-0.696994	NaN	NaN	-0.362270	NaN	NaN	NaN	-0.444512	NaN	NaN	-0.598664	NaN	NaN	NaN	NaN	NaN	0.396089	NaN	NaN	NaN	NaN	-0.527483	NaN	NaN	-0.363249	-0.391509	-0.576139	NaN	NaN	-0.409173	-0.441533	NaN
AT3G54170.1	GMM:31.1	cell.organisation	NaN	-9.685040	NaN	NaN	NaN	NaN	0.113329	-0.031453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.910623	NaN	NaN	NaN	-10.267213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.204977	NaN
AT3G54210.1	GMM:29.2.1.1.1.2.17	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L17	-0.453611	NaN	NaN	NaN	-0.332132	-0.146969	NaN	-0.051805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.794137	NaN	-0.417098	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.217186	-10.916026	-0.184752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.319633	NaN	NaN	NaN
AT3G54390.1	GMM:27.3.30	RNA.regulation of transcription.triple-helix transcription factor family (Trihelix)	1.686679	NaN	NaN	1.750474	NaN	NaN	NaN	NaN	NaN	1.917662	NaN	NaN	1.590021	NaN	NaN	NaN	NaN	NaN	1.428385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.915873	1.563520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.092379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G54400.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	NaN	NaN	NaN	-0.172236	NaN	NaN	NaN	0.246347	NaN	NaN	-0.006245	0.242888	0.161841	-0.090122	NaN	NaN	0.379137	0.113629	NaN	0.009767	0.206405	0.442522	0.494629	0.168808	0.149830	-0.205773	0.177517	0.282894	NaN	0.464165	0.357683	0.023026	0.478579	0.135714	0.043196	NaN	NaN	0.019701	-0.035838	NaN	0.155535	0.446621	NaN	0.014074	0.087219
AT3G54470.1	GMM:23.1.1.5	nucleotide metabolism.synthesis.pyrimidine.uridine 5'-monophosphate synthase	NaN	NaN	NaN	NaN	-0.112633	NaN	NaN	NaN	-0.071384	NaN	0.377898	-0.239615	NaN	NaN	NaN	0.340475	NaN	NaN	NaN	0.062949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.010172	-0.474266	NaN	NaN	NaN	NaN	NaN	-0.229010
AT3G54640.1	GMM:13.1.6.5.5	amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase	0.227379	0.025950	NaN	-10.164972	NaN	NaN	NaN	-0.077543	NaN	NaN	NaN	0.039793	0.090693	0.007990	NaN	NaN	NaN	NaN	NaN	0.081009	NaN	0.018258	NaN	NaN	0.086064	NaN	NaN	NaN	0.800499	NaN	0.241044	-0.363063	NaN	0.480829	NaN	0.336222	NaN	0.245202	-0.035430	NaN	NaN	NaN	0.136937	NaN	NaN
AT3G54820.1	GMM:34.19.1	transport.major intrinsic proteins.PIP	NaN	0.089629	NaN	NaN	0.132185	0.540752	NaN	NaN	0.707687	NaN	NaN	NaN	0.229605	NaN	0.633044	-0.073943	-0.077703	-0.430850	-0.073852	NaN	NaN	NaN	NaN	0.429770	NaN	NaN	-0.338915	NaN	-0.017542	NaN	-0.032433	NaN	NaN	0.123971	NaN	0.087215	NaN	NaN	NaN	NaN	-0.169533	NaN	-0.366159	NaN	NaN
AT3G54890.1	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I	0.059024	0.038908	-0.011650	0.212499	0.111658	0.160742	-0.030870	NaN	0.178462	0.429270	0.331171	0.164329	0.062842	0.132440	-0.020571	0.050871	-4.956392	NaN	0.098759	0.330707	0.032225	0.581481	0.546349	0.512055	0.216652	0.216239	0.396432	0.331341	-0.042914	0.117668	0.568565	0.572648	0.594484	0.003684	-4.699729	0.099184	-0.330123	-0.409585	-0.263978	-5.622540	-0.240701	-0.178196	-0.200563	-0.140294	-0.197637
AT3G54900.1	GMM:34.21	transport.calcium	NaN	NaN	NaN	NaN	NaN	0.241696	NaN	NaN	NaN	NaN	-0.279017	NaN	NaN	0.244111	-0.475709	-0.079521	-0.011970	-0.055222	NaN	NaN	-0.005642	NaN	-0.217490	NaN	NaN	NaN	-0.177204	NaN	-0.310708	-0.128407	NaN	NaN	NaN	NaN	0.011798	0.023372	NaN	NaN	0.439581	NaN	0.036564	0.372134	NaN	NaN	NaN
AT3G54910.1			0.107805	0.343826	NaN	NaN	-0.166260	0.116702	-0.141919	NaN	NaN	0.507089	NaN	NaN	NaN	NaN	NaN	-0.131609	NaN	NaN	NaN	0.054197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.234015	NaN	NaN	NaN	0.019469	NaN	NaN	NaN	-0.303086	0.136235	NaN	0.127218	NaN	-0.100220	NaN	0.173185
AT3G54930.1	GMM:29.4	protein.postranslational modification	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.765407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.405915	NaN	NaN
AT3G55060.1	GMM:28.1	DNA.synthesis/chromatin structure	NaN	NaN	NaN	-0.579962	NaN	-0.259479	-0.704455	NaN	NaN	NaN	0.209570	NaN	0.115608	NaN	NaN	-0.210623	NaN	0.117161	0.176540	0.102215	-0.064455	0.197740	NaN	0.350795	NaN	0.213126	NaN	NaN	0.210627	0.120574	0.288939	-0.040293	0.080094	NaN	-0.214918	-0.032738	-0.139760	-0.091794	NaN	-0.281356	-0.391958	-0.099266	NaN	-0.175583	-0.149618
AT3G55070.1			-0.428209	NaN	NaN	-0.382364	-0.259676	NaN	0.083892	NaN	0.007075	-0.040338	NaN	-0.009983	NaN	NaN	NaN	NaN	NaN	-0.266788	NaN	-0.095763	NaN	NaN	NaN	NaN	NaN	NaN	-0.153997	NaN	-0.218883	NaN	NaN	-0.168870	NaN	NaN	0.353722	NaN	-0.275922	NaN	NaN	NaN	-0.037670	NaN	NaN	-0.000342	-0.054022
AT3G55120.1	GMM:16.8.2.2	secondary metabolism.flavonoids.chalcones.chalcone isomerase	NaN	-0.559995	NaN	-0.036569	NaN	NaN	NaN	NaN	NaN	0.427323	NaN	NaN	0.462058	NaN	NaN	NaN	0.380378	NaN	NaN	0.357329	NaN	0.329842	NaN	NaN	0.596284	NaN	NaN	0.318268	NaN	0.280729	NaN	0.242990	NaN	NaN	0.362507	NaN	NaN	NaN	-0.123952	0.340909	0.154066	NaN	0.017278	NaN	NaN
AT3G55250.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.659563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.538083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G55280.1	GMM:29.2.1.2.2.523	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23A	-12.426677	0.021644	0.274158	0.069785	-0.129489	0.012429	-0.110064	-0.198674	NaN	-12.867868	0.119944	-0.038688	-0.061847	0.036921	0.085287	0.041092	-0.187909	0.346232	NaN	0.024144	-0.083588	-0.177256	-0.014050	-0.259853	NaN	-0.073123	NaN	-0.106731	0.129823	-0.069056	0.101715	0.041747	0.070329	-0.017225	0.006922	-0.062493	0.100065	-0.108448	-0.080866	0.045724	0.126619	0.120351	NaN	0.389928	0.097315
AT3G55330.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	NaN	NaN	NaN	NaN	0.147374	NaN	NaN	0.061156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.159022	NaN	-0.390155	NaN	NaN	NaN	NaN	NaN	NaN	-0.387277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.199502	NaN	NaN	NaN	NaN	NaN	-0.176977	-0.380166
AT3G55410.1	GMM:8.1.5	TCA / organic transformation.TCA.2-oxoglutarate dehydrogenase	NaN	-9.645679	0.356026	NaN	NaN	0.132047	-0.109807	0.404995	0.170002	0.482374	-4.119035	0.274642	0.205238	-9.953495	0.224339	0.430520	-9.613480	0.188738	1.245670	NaN	NaN	0.129205	0.012390	NaN	0.482301	0.090773	0.080935	0.061374	NaN	0.102787	NaN	NaN	-9.940039	NaN	NaN	0.236503	0.086432	NaN	-0.023331	NaN	-10.149875	-0.012598	NaN	NaN	0.540631
AT3G55440.1	GMM:4.1.7	glycolysis.cytosolic branch.triosephosphate isomerase (TPI)	0.065072	0.104667	0.123055	0.040327	0.021267	0.071123	-0.093971	0.014219	0.020957	0.047887	0.003892	-0.020427	-0.016572	0.020286	0.163415	-0.039007	0.025767	0.098206	0.036621	0.012321	0.017453	0.046617	-0.043462	-0.034241	-0.010439	-0.160962	0.105053	0.081731	0.038174	0.025428	-0.036471	0.071985	-0.011185	0.051465	-0.001822	0.138092	0.144525	0.048993	-0.006615	0.157632	0.107264	0.228518	0.166075	0.079598	0.131933
AT3G55500.1	GMM:10.7	cell wall.modification	NaN	0.288852	NaN	NaN	NaN	-0.116713	NaN	NaN	NaN	NaN	-0.226368	NaN	NaN	-0.076224	NaN	NaN	0.286605	NaN	NaN	NaN	0.174796	NaN	NaN	-0.198861	NaN	-0.026495	NaN	-0.488968	NaN	0.204270	NaN	NaN	-0.135627	NaN	NaN	NaN	NaN	NaN	NaN	0.127996	NaN	NaN	NaN	NaN	NaN
AT3G55573.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G55600.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G55650.1	GMM:4.1.14	glycolysis.cytosolic branch.pyruvate kinase (PK)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G55700.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	-1.396828	NaN	-1.332242	NaN	-1.172210	NaN	NaN	-1.446183	-1.205253	NaN	-1.260448	NaN	NaN	NaN	-1.399982	-1.375192	NaN	-1.401714	NaN	-1.339791	-1.197593	-0.997784	NaN	NaN	-1.221780	NaN	NaN	NaN	NaN	-1.529406	NaN	NaN	-1.178641	-13.123548	-1.262925	-1.564888	NaN	NaN	NaN	NaN	-1.090596	NaN	NaN	-0.857644	-1.021030
AT3G55800.1	GMM:1.3.9	PS.calvin cycle.sedoheptulose bisphosphatase	-0.035365	0.016602	-0.034246	0.076194	0.133685	0.132483	0.108982	0.114983	0.086756	-0.066640	-0.068305	-0.166841	0.017646	-0.053799	0.168875	-0.101863	0.037262	-0.018747	-0.039275	-0.052712	-0.089832	-0.189492	-0.068819	-0.073017	0.003273	-0.042920	-0.018874	-0.001552	-0.021872	-0.050020	-0.013326	-0.040452	-0.035290	-0.037300	-0.152837	-0.088713	0.089501	-0.003522	0.003032	0.031681	0.039816	-0.007478	0.000862	-0.018315	-0.057387
AT3G56070.1	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase	NaN	NaN	0.360276	-9.798021	NaN	NaN	NaN	-0.395118	NaN	NaN	0.778646	NaN	NaN	NaN	NaN	NaN	NaN	0.195721	NaN	NaN	-0.010276	NaN	NaN	NaN	NaN	NaN	NaN	-0.055490	0.222969	NaN	NaN	-0.205514	0.325847	NaN	0.497317	NaN	NaN	NaN	NaN	NaN	0.346229	0.142087	NaN	NaN	0.183875
AT3G56150.1	GMM:29.2.3	protein.synthesis.initiation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.214988	NaN	0.244626	NaN	0.313349	NaN	0.379374	NaN	0.184413	NaN	NaN	0.452321	NaN	0.208988	-0.231627	0.180416	NaN	-0.272249	0.195027	NaN	NaN	0.058776	NaN	NaN	0.324154	NaN	NaN	NaN	NaN	3.623619	0.320918	NaN	NaN	-0.113156	NaN	NaN	0.014510	NaN
AT3G56190.1	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	1.369647	NaN	1.190813	1.053215	NaN	0.432794	NaN	0.372158	NaN	NaN	NaN	1.193091	NaN	-0.250702	0.525086	NaN	NaN	NaN	0.148609	-4.787698	-0.048852	NaN	1.520060	0.334878	0.023566	0.275255	NaN	-0.305917	NaN	NaN	NaN	NaN	-0.004422	-11.804639	-0.087111	NaN	0.661023	NaN	NaN	NaN	NaN	0.595319	-0.482252	NaN	NaN
AT3G56240.1	GMM:15.2	metal handling.binding, chelation and storage	0.254834	0.059526	-0.038401	0.198851	0.178539	0.238017	0.058949	-0.159276	0.213113	0.185208	0.187986	-0.001017	0.085439	0.436569	0.330309	0.152641	0.018214	0.123329	-0.063723	0.144930	0.080113	-0.046759	0.268286	-0.012746	0.176310	0.162896	0.089542	-12.538419	0.208230	-0.077287	-0.243372	-0.016891	-0.088922	0.217245	0.246464	0.061857	0.102412	0.150357	0.160953	0.291466	NaN	0.260528	0.330527	NaN	-4.932308
AT3G56310.1	GMM:3.8.2	minor CHO metabolism.galactose.alpha-galactosidases	0.254285	NaN	NaN	NaN	-0.037157	NaN	-0.477501	NaN	NaN	NaN	NaN	NaN	NaN	0.126916	-0.154823	0.165499	0.023456	NaN	0.243619	NaN	0.065573	0.273653	0.159738	0.395475	NaN	0.166363	0.260310	-0.012821	0.287485	0.225482	-0.148268	NaN	-0.156335	NaN	0.218878	NaN	-0.146877	NaN	NaN	-0.217944	NaN	NaN	NaN	0.001547	0.072072
AT3G56320.1	GMM:35.1	not assigned.no ontology	NaN	-0.696367	-0.651150	NaN	NaN	NaN	NaN	0.056626	NaN	NaN	NaN	NaN	-0.844029	-0.491761	-0.682259	NaN	NaN	NaN	0.152842	-0.036689	NaN	NaN	NaN	-0.374504	NaN	NaN	NaN	NaN	0.028718	NaN	NaN	NaN	NaN	0.133823	0.075632	NaN	NaN	0.455675	NaN	0.571459	NaN	NaN	NaN	NaN	NaN
AT3G56410.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G56450.1	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	NaN	-0.495462	NaN	NaN	NaN	-0.476748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.384456	NaN	-0.044885	NaN	NaN	NaN	NaN	NaN	-0.180010	NaN	-0.166600	NaN	NaN	NaN	NaN	NaN	-0.003257	-0.053259	-0.308907	0.002581	-0.004078	-10.798344	NaN	-0.174374	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G56490.1	GMM:29.4	protein.postranslational modification	NaN	NaN	0.461918	NaN	0.361765	0.201792	0.041740	-0.069100	-0.032757	NaN	NaN	NaN	-0.061958	NaN	NaN	0.030214	0.288420	NaN	0.199187	-0.082853	0.229170	NaN	0.405653	-0.093158	NaN	0.082238	NaN	0.044627	0.128072	NaN	-0.042011	0.229676	NaN	0.216100	0.202894	NaN	NaN	0.001203	0.021864	NaN	NaN	0.587867	NaN	NaN	0.398798
AT3G56760.1	GMM:30.3	signalling.calcium	NaN	NaN	NaN	NaN	0.022388	0.008736	NaN	NaN	NaN	NaN	-0.158075	NaN	NaN	NaN	0.101028	NaN	NaN	-0.225364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.120068	NaN	NaN	NaN	-0.164692	NaN	NaN	NaN	NaN	-0.074548	NaN	NaN	0.187766	NaN	NaN	NaN	NaN	NaN	0.174356
AT3G56780.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	NaN	NaN	NaN	2.907272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G56910.1	GMM:29.2.1.1.1.2.85	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.PSRP5	0.125364	NaN	0.145497	0.075246	0.165126	NaN	0.275749	0.097450	0.062343	-0.068747	NaN	0.043133	-0.139761	0.028427	NaN	-0.270957	0.017950	NaN	-0.063153	-0.058834	-0.060192	NaN	NaN	NaN	-0.029133	NaN	0.012344	-12.558729	NaN	-0.075481	-0.118472	-0.130600	NaN	-0.134962	-0.191290	-0.279235	0.029421	-0.196377	-0.239822	NaN	-0.065019	-0.004334	0.022840	0.160928	NaN
AT3G56930.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G56940.1	GMM:19.12	tetrapyrrole synthesis.magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	NaN	NaN	0.188896	NaN	0.004131	0.224989	NaN	0.141354	NaN	NaN	-0.471976	-0.029611	-0.429130	NaN	NaN	NaN	-0.290404	NaN	NaN	NaN	0.028366	0.097018	0.552188	NaN	-0.091311	-0.052649	NaN	NaN	0.005674	0.102737	0.054193	0.076286	NaN	NaN	-0.060159	NaN	0.095962	NaN	0.454176	NaN	0.231799	NaN	0.086496	-0.113282	0.319920
AT3G57140.1	GMM:33.1	development.storage proteins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.454618	NaN	NaN	NaN	NaN	3.458984	NaN	NaN	0.556864	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT3G57150.1	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs	NaN	NaN	NaN	NaN	NaN	-0.167106	NaN	NaN	NaN	0.419648	NaN	NaN	NaN	NaN	-0.074815	-0.006320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.789291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.123008	0.598336	NaN	NaN	-0.178803	NaN	NaN	NaN	NaN	NaN	NaN	-0.445365
AT3G57190.1	GMM:29.2.5	protein.synthesis.release	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
